ensg	credDC	credDC.maxCADD	credDC.maxPIP	credDC.minP	credDC.loci	cred_eQTL	cred_eQTL.ts	cred_eQTL.maxPIP	cred_eQTL.minP	cred_eQTL.loci	gwsDC	gwsDC.maxCADD	gwsDC.minP	gwsDC.loci	gws_eQTL	gws_eQTL.ts	gws_eQTL.minP	gws_eQTL.loci
ENSG00000189042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144	GTEx/v8/Esophagus_Muscularis	1.297e-14	525
ENSG00000166169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	121	GTEx/v8/Heart_Atrial_Appendage	1.813e-09	347
ENSG00000169032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	193	GTEx/v8/Heart_Atrial_Appendage	1.465e-12	458
ENSG00000267041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	94	GTEx/v8/Heart_Atrial_Appendage	1.297e-14	525
ENSG00000213996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	GTEx/v8/Heart_Left_Ventricle	9.293e-09	522
ENSG00000083807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	GTEx/v8/Heart_Left_Ventricle	4.289e-10	530
ENSG00000124214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	162	GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Muscle_Skeletal	3.27e-12	539
ENSG00000164695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	GTEx/v8/Liver	3.901e-08	291
ENSG00000114446	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	107	GTEx/v8/Lung	1.201e-11	117
ENSG00000168255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	GTEx/v8/Lung:GTEx/v8/Testis	3.832e-09	255
ENSG00000134571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	320	GTEx/v8/Lung:GTEx/v8/Spleen:GTEx/v8/Whole_Blood	3.54e-16	368
ENSG00000152784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	GTEx/v8/Muscle_Skeletal	2.122e-09	148
ENSG00000065183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	GTEx/v8/Nerve_Tibial	5.214e-13	27
ENSG00000106536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	GTEx/v8/Nerve_Tibial	3.156e-08	243
ENSG00000198795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34	GTEx/v8/Ovary	8.863e-10	510
ENSG00000254004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	142	GTEx/v8/Pituitary	1.297e-14	525
ENSG00000076555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	209	GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic	2.411e-13	404
ENSG00000149294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86	GTEx/v8/Skin_Sun_Exposed_Lower_leg	6.216e-09	379
ENSG00000167491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	GTEx/v8/Skin_Sun_Exposed_Lower_leg	9.293e-09	522
ENSG00000196381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53	GTEx/v8/Skin_Sun_Exposed_Lower_leg	1.73e-13	525
ENSG00000120314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	GTEx/v8/Stomach	4.757e-08	189
ENSG00000149922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	137	GTEx/v8/Testis	2.346e-13	478
ENSG00000204393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73	GTEx/v8/Testis	2.376e-28	534
ENSG00000243232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	GTEx/v8/Thyroid	4.757e-08	189
ENSG00000145934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38	GTEx/v8/Thyroid	1.225e-09	198
ENSG00000146755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44	GTEx/v8/Thyroid	4.249e-10	249
ENSG00000165917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	165	GTEx/v8/Thyroid	3.54e-16	368
ENSG00000211450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83	GTEx/v8/Thyroid	1.339e-16	370
ENSG00000139970	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	GTEx/v8/Thyroid	4.879e-09	437
ENSG00000151838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	GTEx/v8/Thyroid	4.879e-09	437
ENSG00000018510	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56	GTEx/v8/Whole_Blood	1.133e-09	84
ENSG00000114455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	158	GTEx/v8/Whole_Blood	1.514e-10	117
ENSG00000109756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	GTEx/v8/Whole_Blood	4.266e-08	161
ENSG00000106635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37	GTEx/v8/Whole_Blood	4.249e-10	249
ENSG00000170667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	GTEx/v8/Whole_Blood	3.832e-09	255
ENSG00000073921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36	GTEx/v8/Whole_Blood	1.408e-09	375
ENSG00000109861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	116	GTEx/v8/Whole_Blood	1.524e-14	376
ENSG00000134873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75	GTEx/v8/Whole_Blood	2.922e-13	425
ENSG00000129933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	GTEx/v8/Whole_Blood	9.293e-09	522
ENSG00000130726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	54	GTEx/v8/Whole_Blood	4.289e-10	530
ENSG00000124198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	114	GTEx/v8/Whole_Blood	3.27e-12	539
